"employee_id","fullname","iq","gtq","education_level","mbti","final_match_rate","pillar_sea","pillar_qdd","pillar_vcu","pillar_lie","s_strategic","s_learner","s_achiever","s_relator","s_analytical","years_of_service"
"EMP100952","Yuni Lukman","80","26","SMA","ESTP","39.7683760683760800000000","3","4","4","3","0","0","0","0","0","1.6666666666666667"
"EMP100953","Hadi Anugrah Yulianto","108","43","D3","INFP","54.607692307692310000","3","4","3","4","1","0","0","0","0","4.25"
"EMP100954","Ayu Yudhistira Ridwan","90","17","S1","ESTJ","40.222442790184737000","3","1","3","3","0","0","0","1","0","0.25"
"EMP100955","Evi Lestari Wibowo","118","32","S1","ISFP","57.579156327543410000","3","4","3","3","1","1","0","1","0","4"
"EMP100956","Anisa Suharto","120","16","S2","ISFJ","45.2555555555555600000000","3","3","3","3","0","0","0","0","0","3.25"
"EMP100957","Julia Zulfikar Saputra","90","32","SMA","INFJ","54.017617866004950000","4","4","3","3","1","0","0","0","0","3.583333333333333"
"EMP100958","Arif Wijaya Pamungkas","108","27","S1","ISFP","53.325806451612900000","4","4","4","3","0","1","0","0","0","6.583333333333333"
"EMP100959","Mahendra Fadillah Ananda","117","26","D3","ENTP","40.808547008547030000","3","2","2","2","0","0","0","0","1","2.916666666666667"
"EMP100960","Bayu Nabila Maulida","107","42","S1","ISFJ","37.5245933278191600000000","4","4","5","4","0","0","0","0","0","2.416666666666667"
"EMP100961","Dinda Siregar","92","30","D3","ISTP","47.288034188034190000","2","2","2","3","0","1","0","0","0","2.416666666666667"
"EMP100962","Kartika Wibowo","135","31","D3","INFJ","55.595533498759290000","3","4","3","4","1","0","0","0","0","3.333333333333333"
"EMP100963","Ahmad Permadi","108","28","S2","ISFP","52.961290322580640000","4","4","4","4","0","0","0","1","0","4.666666666666666"
"EMP100964","Cahyo Ginting","108","27","D3","INTJ","50.1000000000000100000000","3","3","4","4","0","0","0","0","0","5.166666666666666"
"EMP100965","Intan Dharma Suharto","126","28","SMA","INFP","43.4153846153846000000000","2","3","4","3","0","0","0","0","0","3.083333333333333"
"EMP100966","Ayu Wijaya Hasibuan","140","41","S1","INFP","44.583870967741930000","3","2","3","4","0","0","0","0","1","4.916666666666666"
"EMP100967","Joko Lestari","99","38","D3","INTP","52.776923076923070000","2","3","2","3","0","1","0","0","0","3.5"
"EMP100968","Vania Yudhistira Wibowo","124","32","S2","ENTP","43.782133995037220000","3","3","2","2","0","0","0","1","0","2.5"
"EMP100969","Nugroho Lukman","117","37","S1","ISFJ","50.0677419354838700000000","3","3","3","3","0","0","0","0","0","4.416666666666666"
"EMP100970","Zaki Candra Ramadhan","108","32","SMA","INTJ","41.3612903225806600000000","4","4","4","3","0","0","0","0","0","2.166666666666667"
"EMP100971","Lestari Ananda","102","38","SMA","ENFJ","42.0974358974359000000000","2","3","3","2","0","0","0","0","0","1.8333333333333333"
"EMP100972","Dian Lukman","108","27","S2","ESFJ","54.099999999999990000","4","3","3","2","0","0","0","1","0","6"
"EMP100973","Anisa Wijaya","114","28","D3","ENTJ","55.053846153846140000","3","3","4","3","0","0","0","1","0","3.75"
"EMP100974","Luthfi Lestari","111","27","D3","INFJ","47.298263027295260000","2","3","3","2","0","0","1","0","0","3.583333333333333"
"EMP100975","Dwi Maulida","108","38","SMA","ISFJ","55.200000000000000000","4","4","4","3","0","0","0","1","0","6.25"
"EMP100976","Budi Suharto","92","20","SMA","ENTP","50.755555555555550000","3","2","2","1","0","0","0","0","1","6"
"EMP100977","Rifqi Syahputra","108","28","D3","ISTJ","44.2230769230769100000000","3","2","3","3","0","0","0","0","0","4.083333333333333"
"EMP100978","Ari Aji Pratama","134","27","S1","INTJ","39.2384615384615500000000","2","2","2","2","0","0","0","0","0","0.6666666666666666"
"EMP100979","Anisa Mahardika Pradana","111","25","SMA","ENTP","47.378136200716850000","1","2","2","2","0","0","1","0","0","7.25"
"EMP100980","Evi Nabila Siregar","124","30","D3","ENTP","41.4290322580645300000000","3","3","3","3","0","0","0","0","0","3.25"
"EMP100981","Bayu Anugrah Sinaga","138","28","S1","ISFP","54.0193548387096900000000","3","4","4","4","0","0","0","0","0","5.5"
"EMP100982","Hana Wijaya","94","35","D3","ISTP","36.7390956713537300000000","3","3","3","3","0","0","0","0","0","1.25"
"EMP100983","Iman Mahardika Utami","120","26","D3","INTP","47.7777777777777900000000","3","3","3","2","0","0","0","0","0","5.583333333333333"
"EMP100984","Wulan Zulfikar Lestari","118","24","S2","ESTJ","45.6794871794871700000000","2","2","1","1","0","0","0","0","0","2.75"
"EMP100985","Sari Halim Fauziah","89","29","SMA","ISFJ","42.7367521367521400000000","1","1","1","1","0","0","0","0","0","2.25"
"EMP100986","Novi Tamba","101","16","S2","ESTJ","50.066666666666660000","2","1","2","2","0","0","0","1","0","5.416666666666666"
"EMP100987","Prasetyo Purnama","108","28","S1","ENFJ","43.2776674937965300000000","4","3","2","2","0","0","0","0","0","3.6666666666666665"
"EMP100988","Prasetyo Zulfikar","116","18","S2","ESTP","46.018114143920590000","2","3","4","4","0","0","1","0","0","3.333333333333333"
"EMP100989","Hadi Yudhistira Siregar","109","22","S2","INFP","45.3836779707747500000000","4","3","4","5","0","0","0","0","0","3.166666666666667"
"EMP100990","Oka Ananda","111","27","D3","ESTJ","48.296774193548380000","3","1","2","3","1","0","1","0","0","4.916666666666666"
"EMP100991","Lestari Lukman","111","27","D3","INFJ","50.698511166253110000","3","3","5","4","1","0","0","0","0","2.916666666666667"
"EMP100992","Kurnia Tamba","111","31","D3","ISTJ","43.8218362282878600000000","2","4","2","3","0","0","0","0","0","4.166666666666666"
"EMP100993","Wulan Purnama","127","26","S2","INFJ","45.5008547008547100000000","4","5","5","4","0","0","0","0","0","3"
"EMP100994","Rizka Kusuma Rahmawati","136","34","S2","INTJ","55.2000000000000000000000","3","2","3","4","0","0","0","0","0","6.666666666666666"
"EMP100995","Anisa Ramadhan","117","30","S2","ESTJ","53.132258064516140000","4","3","3","3","0","0","1","0","0","7.5"
"EMP100996","Anisa Saputra","106","43","D3","ESTJ","55.088888888888880000","3","3","3","3","0","0","0","0","1","4.666666666666666"
"EMP100997","Dwi Setiawan","105","27","D3","ISTP","50.5430107526881800000000","5","4","5","5","0","0","0","0","0","7.333333333333333"
"EMP100998","Citra Pratama","102","31","SMA","ISFJ","51.766666666666670000","2","2","2","1","0","0","0","0","1","5"
"EMP100999","Rani Pratama","136","23","S2","UNKNOWN","38.744361731458520000","3","3","2","3","1","0","0","0","0","0.5833333333333333"
"EMP101000","Eko Maulida","116","34","S1","ESFP","52.301985111662520000","3","4","3","4","0","0","1","0","0","2.25"
"EMP101001","Maya Siregar","119","17","SMA","INFJ","45.1966363385718200000000","4","4","3","3","0","0","0","0","0","3.5"
"EMP101002","Hadi Pratama","85","24","SMA","UNKNOWN","45.2555555555555600000000","2","3","3","2","0","0","0","0","0","6"
"EMP101003","Bella Utama Zulfikar","100","29","S1","ISFP","53.5555555555555500000000","4","3","4","3","0","0","0","0","0","4.583333333333333"
"EMP101004","Kurnia Ananda","83","32","SMA","ISFP","48.720788530465940000","4","3","3","4","0","0","0","0","1","6.333333333333333"
"EMP101005","Eko Ganesha Kurniawan","115","17","S2","UNKNOWN","41.085470085470080000","3","3","3","3","0","0","0","0","1","2.083333333333333"
"EMP101006","Yuni Pratama","132","24","SMA","ENFP","48.8043010752688100000000","4","4","4","4","0","0","0","0","0","5.666666666666666"
"EMP101007","Prasetyo Subekti","85","33","SMA","ISTJ","54.477060931899640000","4","4","3","3","0","0","1","1","0","4.583333333333333"
"EMP101008","Oka Putra","138","17","SMA","ISFJ","49.7777777777777800000000","5","5","4","3","0","0","0","0","0","8.166666666666666"
"EMP101009","Lestari Dharma Herlambang","88","15","SMA","INTJ","46.9328921974083300000000","5","5","5","5","0","0","0","0","0","3.8333333333333326"
"EMP101010","Nabila Santoso","125","35","SMA","INTP","48.5032258064516100000000","3","4","4","4","0","0","0","0","0","8.083333333333332"
"EMP101011","Wahyu Jatmiko Siregar","134","28","SMA","ESFJ","50.3220843672456600000000","3","3","3","3","0","0","0","0","0","3.5"
"EMP101012","Prasetyo Ginting","108","27","D3","ISTP","47.8999999999999800000000","3","3","3","3","0","0","0","0","0","4.666666666666666"
"EMP101013","Putri Pratomo","89","32","D3","ENTP","49.144444444444450000","3","2","2","2","0","0","0","0","1","5.75"
"EMP101014","Nurlita Salsabila","130","39","S1","ESTP","51.240446650124070000","3","3","4","4","0","0","0","0","1","2.916666666666667"
"EMP101015","Umar Wijaya","118","28","SMA","ENFP","50.784615384615370000","3","3","2","3","1","0","0","0","0","2.333333333333333"
"EMP101016","Vania Pratomo","117","20","SMA","INTP","52.644444444444450000","4","3","5","4","1","0","0","0","0","6.666666666666666"
"EMP101017","Nugroho Lestari Gunawan","140","17","S1","ISFP","40.5777777777777800000000","3","4","4","3","0","0","0","0","0","0"
"EMP101018","Rani Kusuma","120","27","S1","ESFJ","54.084615384615400000","2","3","4","3","1","0","1","0","0","3.416666666666667"
"EMP101019","Hadi Mahardika Ridwan","107","27","S2","ENTP","52.444444444444450000","3","5","3","4","0","0","0","0","1","3.25"
"EMP101020","Wahyu Hidayat","93","31","D3","ESTJ","56.366666666666660000","4","4","3","4","1","0","0","0","0","5.666666666666666"
"EMP101021","Rani Fadillah Maulana","135","28","SMA","UNKNOWN","41.7449131513647600000000","3","3","4","2","0","0","0","0","0","0.6666666666666666"
"EMP101022","Hadi Siregar","108","28","S2","INTJ","52.8000000000000000000000","3","3","3","4","0","0","0","0","0","5.416666666666666"
"EMP101023","Yuni Ginting","137","24","D3","UNKNOWN","47.634325889164600000","4","3","4","4","1","0","0","0","0","2.75"
"EMP101024","Citra Situmorang","98","23","D3","ISFJ","43.402205679625030000","1","1","3","2","0","1","0","0","0","2.5"
"EMP101025","Tania Lestari Indrawan","122","24","SMA","ISTP","45.9102564102564300000000","3","3","3","3","0","0","0","0","0","2.416666666666667"
"EMP101026","Eko Santoso","108","28","SMA","ISTJ","59.000000000000010000","1","1","2","1","1","1","1","1","0","6.916666666666666"
"EMP101027","Kartika Anugrah Halim","140","30","D3","ISFJ","45.4191066997518600000000","1","2","1","3","0","0","0","0","0","3.9166666666666665"
"EMP101028","Dwi Sinaga","130","32","D3","INFP","51.053846153846160000","4","4","5","4","0","1","0","0","0","3.75"
"EMP101029","Ayunda Situmorang","103","30","S1","ISTJ","38.8837606837606900000000","3","3","3","2","0","0","0","0","0","2.583333333333333"
"EMP101030","Dimas Ananda","111","27","D3","ESFJ","55.200000000000000000","5","4","4","5","0","1","0","0","0","4.666666666666666"
"EMP101031","Putri Wijaya","87","32","S2","INTP","47.1951199338296000000000","4","4","3","3","0","0","0","0","0","3"
"EMP101032","Zaki Utama Pratomo","96","29","S1","ENTJ","51.617948717948720000","5","5","3","5","1","0","0","0","0","3.416666666666667"
"EMP101033","Citra Saputra","140","32","S2","ENTJ","54.792307692307690000","4","3","3","3","0","1","0","0","1","2.25"
"EMP101034","Citra Rohman","117","27","SMA","UNKNOWN","45.1642679900744400000000","3","4","3","3","0","0","0","0","0","2.833333333333333"
"EMP101035","Luthfi Zulfikar","119","25","D3","ENFJ","52.9863247863247800000000","2","4","3","4","0","0","0","0","0","4"
"EMP101036","Mahendra Santoso","131","22","D3","ENFP","48.6042735042735000000000","3","4","3","3","0","0","0","0","0","3.083333333333333"
"EMP101037","Rani Utama Gunawan","138","22","S1","ENFP","34.4864074993107150000000","3","2","2","2","0","0","0","0","0","0.1666666666666666"
"EMP101038","Ayunda Lestari Sinaga","124","32","D3","UNKNOWN","48.8692307692307600000000","3","4","4","4","0","0","0","0","0","3.583333333333333"
"EMP101039","Fajar Pamungkas","111","29","SMA","ISTJ","42.9615384615384600000000","3","3","3","4","0","0","0","0","0","2.583333333333333"
"EMP101040","Ayunda Hidayat","108","28","S2","ISFP","48.4193548387096800000000","3","4","3","3","0","0","0","0","0","6.083333333333333"
"EMP101041","Hana Dharma Hidayat","108","35","S2","INTP","48.1315136476426900000000","2","4","2","3","0","0","0","0","0","4.166666666666666"
"EMP101042","Lestari Utami","111","27","S1","INFJ","39.5615384615384720000000","2","3","3","4","0","0","0","0","0","0.4166666666666666"
"EMP101043","Joko Rachman Setiawan","108","28","SMA","ENFJ","47.3540942928039700000000","3","1","2","2","0","0","0","0","0","3.083333333333333"
"EMP101044","Nabila Lestari Sinaga","94","41","S2","ISTJ","47.751254480286750000","5","3","5","5","0","0","1","0","0","4.833333333333333"
"EMP101045","Putri Mahendra","139","21","S2","INFP","51.266666666666660000","3","3","3","3","0","0","0","1","0","4.916666666666666"
"EMP101046","Rama Wibowo","119","35","S1","ISTP","53.600000000000000000","2","3","1","2","0","0","0","1","0","4.666666666666666"
"EMP101047","Lestari Ganesha Fauziah","89","23","S2","ESFJ","54.855555555555550000","5","5","3","4","0","0","0","1","0","4.583333333333333"
"EMP101048","Rama Nabila Hasibuan","81","30","S2","INTP","50.762531017369720000","4","2","4","3","0","1","0","0","0","4.25"
"EMP101049","Teguh Subekti","108","28","S2","ENFP","45.8076923076923000000000","3","3","3","3","0","0","0","0","0","2.083333333333333"
"EMP101050","Dimas Saputra Herlambang","91","17","D3","ENFJ","44.988668320926390000","5","4","4","4","0","1","0","0","0","1.9166666666666667"
"EMP101051","Bella Permadi","111","21","D3","ESTP","53.834408602150540000","3","3","3","3","0","0","0","1","0","6.166666666666666"
"EMP101052","Nadia Zulfikar Sinaga","108","33","SMA","ISFJ","52.129032258064530000","4","3","3","3","1","0","0","0","0","8.5"
"EMP101053","Evi Hartanto","133","33","S1","ISFJ","46.1846153846153800000000","1","1","3","2","0","0","0","0","0","2.333333333333333"
"EMP101054","Yuni Erlangga Subekti","118","28","D3","UNKNOWN","38.9851116625310200000000","3","2","2","3","0","0","0","0","0","1"
"EMP101055","Yoga Candra Hartanto","118","25","S2","ESFJ","45.2632478632478900000000","4","4","5","4","0","0","0","0","0","3.166666666666667"
"EMP101056","Umar Hartanto","108","28","S1","UNKNOWN","42.3784119106699900000000","2","3","3","3","0","0","0","0","0","2.75"
"EMP101057","Dinda Anggara","119","28","SMA","ENTP","46.461538461538480000","3","3","3","3","0","0","1","0","0","3.6666666666666665"
"EMP101058","Umar Yulianto","110","18","S1","ENTJ","41.393796526054570000","1","1","1","1","1","1","0","0","0","2.583333333333333"
"EMP101059","Tania Fadillah Firmansyah","134","28","D3","ISTP","48.399999999999990000","2","3","3","3","0","1","0","1","0","6.5"
"EMP101060","Galih Fauziah","84","30","S2","ISFJ","53.266666666666670000","5","5","5","5","0","0","0","0","1","4.333333333333333"
"EMP101061","Ayu Handayani","108","28","S2","ENFP","50.393548387096760000","2","3","1","0","0","0","0","1","1","4.416666666666666"
"EMP101062","Rifqi Jatmiko Wijaya","111","27","SMA","ENTP","46.169230769230778000","5","4","3","4","0","1","0","0","0","0.3333333333333333"
"EMP101063","Rendra Kusuma Siregar","86","31","D3","ESFJ","45.708547008547020000","2","3","2","2","0","0","0","0","1","2.916666666666667"
"EMP101064","Oktavia Mahendra","122","25","S1","INFJ","49.2587813620071600000000","4","3","4","4","0","0","0","0","0","6.5"
"EMP101065","Nabila Kusuma Gunawan","140","37","S1","INFP","43.9000000000000000000000","5","5","5","5","0","0","0","0","0","1.0833333333333333"
"EMP101066","Novi Hartanto","85","35","S2","UNKNOWN","49.927433140336370000","4","4","3","3","0","0","1","0","0","2.25"
"EMP101067","Galih Kusuma Ramadhan","113","17","SMA","INFJ","38.7700854700854920000000","2","3","3","3","0","0","0","0","0","0.0833333333333333"
"EMP101068","Kurnia Erlangga Maulana","111","27","S2","ESFP","45.9258064516129000000000","5","5","4","5","0","0","0","0","0","4.333333333333333"
"EMP101069","Ayu Erlangga Kurniawan","123","20","D3","INTP","48.7089605734766900000000","3","3","4","3","0","0","0","0","0","4.333333333333333"
"EMP101070","Nugroho Hasibuan","94","35","S2","ESTJ","53.357706093189960000","4","5","4","3","1","0","0","0","0","4.333333333333333"
"EMP101071","Wulan Pratama","122","22","D3","ENTJ","40.6141990625861600000000","2","3","3","2","0","0","0","0","0","2.416666666666667"
"EMP101072","Adi Pramudita Indrawan","138","29","S2","INTP","36.8846153846153900000000","2","2","2","2","0","0","0","0","0","1.25"
"EMP101073","Nabila Utami","108","28","D3","ESTJ","56.600000000000000000","1","2","3","2","0","0","0","0","1","4.666666666666666"
"EMP101074","Nabila Aji Kusuma","108","27","SMA","ENFP","52.525806451612900000","3","2","1","2","1","0","1","0","0","5.25"
"EMP101075","Hadi Wijaya Gunawan","103","20","S2","ISTP","50.5666666666666500000000","3","4","4","4","0","0","0","0","0","8.083333333333332"
"EMP101076","Satya Pamungkas","80","31","S2","ENFJ","53.870250896057350000","4","5","4","4","0","0","0","1","0","5.25"
"EMP101077","Hana Dharma Maulida","96","21","S1","ESTP","51.046153846153830000","3","2","2","1","1","0","0","0","0","3.8333333333333326"
"EMP101078","Satya Saputra","135","14","SMA","INTJ","48.2369175627240100000000","3","4","3","3","0","0","0","0","0","8.083333333333332"
"EMP101079","Bayu Sinaga","127","27","D3","INTJ","41.7615384615384620000000","3","3","3","3","0","0","0","0","0","0.4166666666666666"
"EMP101080","Galih Zulfikar Ramadhan","128","19","S1","ISTJ","44.579790460435630000","3","4","2","3","0","0","0","0","1","2.416666666666667"
"EMP101081","Putri Nabila Rohman","124","30","SMA","ENFP","53.964516129032260000","4","3","4","4","1","0","0","0","0","4.416666666666666"
"EMP101082","Rani Permadi","94","26","S1","ESTJ","49.7692307692307600000000","5","5","5","5","0","0","0","0","0","3.583333333333333"
"EMP101083","Adit Salsabila","108","27","SMA","ISTP","43.9511166253102000000000","1","1","1","1","0","0","0","0","0","2.416666666666667"
"EMP101084","Fitri Hartanto","139","32","S2","ENFP","49.4578163771712400000000","3","2","2","4","0","0","0","0","0","3.9166666666666665"
"EMP101085","Rendra Maulana","94","36","SMA","ENFJ","53.2480286738351300000000","4","4","4","4","0","0","0","0","0","10"
"EMP101086","Nugroho Maulana","116","22","D3","ENFP","43.562586159360337000","3","4","3","4","1","0","0","0","1","0.25"
"EMP101087","Rendra Saputra Gunawan","81","26","S1","INFJ","47.2777777777777800000000","4","5","4","3","0","0","0","0","0","7.166666666666666"
"EMP101088","Rama Jatmiko Gunawan","114","27","D3","ENFP","49.599999999999990000","1","3","2","2","0","0","1","0","0","4.5"
"EMP101089","Nabila Salsabila","127","17","S1","INFP","49.123931623931620000","3","2","3","3","1","1","0","1","0","2.75"
"EMP101090","Bella Fauziah","129","32","S2","INFP","49.0451612903225900000000","4","5","5","3","0","0","0","0","0","6.166666666666666"
"EMP101091","Ari Saputra Pamungkas","117","31","SMA","UNKNOWN","44.199255583126560000","4","3","3","3","0","0","1","0","0","0.9166666666666666"
"EMP101092","Rani Gunawan","104","16","D3","INFP","54.736559139784960000","3","4","4","4","1","0","1","0","1","4.75"
"EMP101093","Joko Iqbal Lestari","111","27","SMA","ENTJ","48.800000000000010000","2","2","3","1","0","0","1","1","0","5"
"EMP101094","Novi Zulfikar Handayani","120","27","D3","INTJ","48.9923076923076900000000","3","3","4","4","0","0","0","0","0","2.25"
"EMP101095","Nadia Simanjuntak","106","29","S2","ESFJ","39.209980700303290000","4","3","3","5","1","0","0","0","0","0.75"
"EMP101096","Rizka Wijaya","108","28","D3","ENFP","44.5466501240694700000000","4","3","3","3","0","0","0","0","0","3.583333333333333"
"EMP101097","Bayu Mahendra","111","27","S2","ENTJ","46.652853598014890000","4","5","3","4","0","1","0","0","0","3.166666666666667"
"EMP101098","Utami Firmansyah","94","30","S1","ESTP","48.2683760683760600000000","5","5","5","5","0","0","0","0","0","3.8333333333333326"
"EMP101099","Nabila Kusuma","113","30","S1","UNKNOWN","49.4000000000000100000000","1","2","2","1","0","0","0","0","0","7"
"EMP101100","Fitri Jatmiko Setiawan","124","33","S1","ENFJ","43.159553349875920000","4","2","2","3","0","1","0","0","0","3.583333333333333"
"EMP101101","Nugroho Yudhistira Lukman","111","27","S1","ESFP","42.3114143920595400000000","4","3","3","2","0","0","0","0","0","0.75"
"EMP101102","Novi Sinaga","97","20","S2","INTJ","46.4333333333333300000000","3","3","3","4","0","0","0","0","0","6.75"
"EMP101103","Wulan Lestari Saputra","80","28","S1","INFJ","44.5444444444444600000000","5","5","5","5","0","0","0","0","0","3.25"
"EMP101104","Oktavia Lestari","120","30","SMA","ENFP","49.935483870967750000","5","4","4","4","0","0","1","0","0","5.416666666666666"
"EMP101105","Kartika Saputra Siregar","111","27","S2","ENTP","45.3908188585608000000000","4","5","4","5","0","0","0","0","0","3"
"EMP101106","Sari Siregar","111","27","S1","ESFJ","54.748387096774180000","3","3","4","3","0","0","0","1","0","4.916666666666666"
"EMP101107","Mahendra Fadillah Pradana","89","30","S1","ESTP","45.9521367521367600000000","1","1","1","1","0","0","0","0","0","4.25"
"EMP101108","Dewi Pradana","110","22","S1","ISFJ","47.127350427350440000","5","5","5","5","0","1","0","0","0","1.75"
"EMP101109","Bella Suharto","84","26","SMA","ESFP","40.2136752136752100000000","2","2","1","2","0","0","0","0","0","3.583333333333333"
"EMP101110","Rani Simanjuntak","85","29","S2","ENFJ","44.0222222222222300000000","3","3","3","3","0","0","0","0","0","5.25"
"EMP101111","Bella Firmansyah","111","27","D3","ENTJ","50.7161290322580800000000","5","5","5","5","0","0","0","0","0","8.166666666666666"
"EMP101112","Budi Firmansyah","96","40","S1","ISFJ","52.988172043010730000","3","4","5","4","1","0","0","0","0","4.333333333333333"
"EMP101113","Evi Syahputra","93","35","S2","ESTJ","46.5358974358974400000000","3","3","3","3","0","0","0","0","0","2.5"
"EMP101114","Tania Fauziah","84","30","D3","ENTJ","43.8743589743590000000000","4","2","4","3","0","0","0","0","0","3.166666666666667"
"EMP101115","Valdo Putra","90","26","D3","INTP","41.7420457678522000000000","1","1","3","1","0","0","0","0","0","2.833333333333333"
"EMP101116","Dimas Tri Zulfikar","111","29","S1","ENFP","46.832754342431760000","5","3","4","5","0","0","0","0","1","3"
"EMP101117","Rendra Indrawan","108","28","SMA","ENFP","49.135483870967740000","4","5","3","4","0","0","0","0","1","4.75"
"EMP101118","Maya Dharma Kurniawan","81","28","S1","ISFJ","40.492307692307702000","1","2","2","2","0","1","0","0","0","0.0833333333333333"
"EMP101119","Utami Lestari","111","27","S1","INFP","47.4923076923076800000000","3","2","1","2","0","0","0","0","0","3.333333333333333"
"EMP101120","Gita Rahmawati","97","15","D3","INTP","50.870609318996410000","3","3","2","3","0","0","1","0","0","4.333333333333333"
"EMP101121","Gita Hasibuan","132","35","D3","ISFJ","42.7265508684863600000000","4","4","4","5","0","0","0","0","0","2.333333333333333"
"EMP101122","Maya Utami","95","19","D3","INTJ","45.1307692307692500000000","3","2","4","2","0","0","0","0","0","4"
"EMP101123","Dian Kurniawan","87","23","S2","ESFJ","49.959829059829060000","3","3","2","3","0","0","0","0","1","4.166666666666666"
"EMP101124","Cahyo Tri Maulida","111","29","S2","ESFP","47.1870967741935600000000","3","1","1","1","0","0","0","0","0","6.416666666666666"
"EMP101125","Nabila Halim","115","27","S1","ESTJ","46.067990074441690000","3","3","3","3","0","0","0","0","1","1.5"
"EMP101126","Ayunda Jatmiko Zulfikar","80","28","S1","ISTP","48.6057347670251000000000","1","99","1","1","0","0","0","0","0","5.083333333333333"
"EMP101127","Valdo Hasibuan","94","35","S2","ESTJ","54.0529914529914500000000","4","4","4","5","0","0","0","0","0","4"
"EMP101128","Kartika Setiawan","82","40","S1","ISFP","46.4974910394265300000000","2","3","3","2","0","0","0","0","0","6.5"
"EMP101129","Rendra Purnama","101","27","S1","INFJ","53.2111111111111100000000","4","4","5","3","0","0","0","0","0","6"
"EMP101130","Rifqi Kusuma","104","36","SMA","ENTJ","45.364130135097890000","3","3","4","5","0","1","0","0","0","2"
"EMP101131","Lestari Candra Nugroho","108","34","S1","ISFJ","54.476923076923080000","3","4","2","3","0","0","1","0","0","3.5"
"EMP101132","Umar Pradana","112","32","D3","ESTJ","45.4999999999999900000000","1","1","2","1","0","0","0","0","0","3.25"
"EMP101133","Rendra Subekti","108","33","S1","INTJ","52.0387096774193600000000","5","4","5","3","0","0","0","0","0","5.166666666666666"
"EMP101134","Kurnia Dharma Putra","109","31","SMA","INFP","46.3999999999999900000000","4","4","4","4","0","0","0","0","0","8"
"EMP101135","Adit Rohman","116","37","S2","UNKNOWN","40.755583126550880000","2","3","3","3","0","1","0","0","0","2.333333333333333"
"EMP101136","Arif Saputra Halim","116","33","S2","ISTJ","51.516129032258070000","3","3","2","4","0","1","0","0","1","4.583333333333333"
"EMP101137","Nabila Putra","108","28","SMA","ESTJ","53.207692307692300000","5","5","4","5","0","0","0","1","0","2.083333333333333"
"EMP101138","Rizka Kusuma","137","25","D3","ISFP","46.071684587813620000","3","3","4","2","0","0","1","0","0","3.25"
"EMP101139","Rendra Gunawan","108","28","SMA","ENFJ","52.109677419354840000","4","3","3","4","0","0","1","0","0","5.416666666666666"
"EMP101140","Wahyu Nabila Purnama","128","16","S1","ENFJ","51.474910394265240000","2","99","1","2","0","1","0","0","0","5.083333333333333"
"EMP101141","Dwi Hartanto","111","26","S2","ISFJ","50.5390681003584400000000","4","5","4","3","0","0","0","0","0","7.916666666666665"
"EMP101142","Rani Kusuma Putra","113","22","S1","ENFP","41.8050179211469600000000","2","3","3","3","0","0","0","0","0","6.333333333333333"
"EMP101143","Ayunda Purnama","127","38","D3","ESTP","49.000000000000000000","3","3","4","2","0","1","0","0","0","5.416666666666666"
"EMP101144","Rifqi Maulida","93","31","S2","ENFJ","49.0820512820512900000000","3","3","3","3","0","0","0","0","0","3.083333333333333"
"EMP101145","Yoga Adi Halim","90","35","S2","ISFP","49.1171215880893300000000","4","3","3","4","0","0","0","0","0","3.8333333333333326"
"EMP101146","Ayu Suharto","111","27","SMA","ISTP","46.9669975186104300000000","4","5","4","5","0","0","0","0","0","3.083333333333333"
"EMP101147","Anisa Kusuma","111","35","S1","ISTP","51.335483870967730000","5","5","5","5","0","1","0","0","0","5.833333333333333"
"EMP101148","Ahmad Hartanto","137","34","S2","UNKNOWN","46.341935483870950000","3","4","3","2","1","0","0","0","0","6.75"
"EMP101149","Utami Zulfikar Siregar","83","20","S1","INTJ","53.301709401709400000","3","3","3","3","1","0","1","0","0","3.8333333333333326"
"EMP101150","Wahyu Pramudita Indrawan","118","39","S2","ENTP","49.729032258064510000","2","4","3","2","0","0","0","0","1","4.666666666666666"
"EMP101151","Dwi Adi Wijaya","86","22","D3","ISTP","50.151282051282060000","2","2","3","2","0","0","1","0","0","2.333333333333333"
"EMP101152","Dewi Nabila Hasibuan","108","27","D3","ENFP","44.1322580645161100000000","3","3","4","3","0","0","0","0","0","6.166666666666666"
"EMP101153","Ayunda Siregar","91","34","SMA","INTJ","53.352329749103930000","4","4","3","5","1","0","0","1","0","9.33333333333333"
"EMP101154","Gita Aji Simanjuntak","116","41","SMA","ISFP","46.1000000000000000000000","3","3","4","3","0","0","0","0","0","6.5"
"EMP101155","Rizki Baskara Permadi","111","27","S1","ESFP","49.529032258064520000","3","4","3","4","0","0","0","1","0","10.666666666666666"
"EMP101156","Adi Halim","111","25","S2","ESTJ","47.1555555555555500000000","3","2","3","2","0","0","0","0","0","4.583333333333333"
"EMP101157","Galih Iqbal Pradana","108","32","D3","ENTJ","50.199999999999990000","5","4","4","4","0","0","0","0","1","5.083333333333333"
"EMP101158","Putri Saputra Sinaga","127","30","SMA","ENTP","48.6387096774193700000000","4","3","3","4","0","0","0","0","0","4.666666666666666"
"EMP101159","Vania Maulana","111","25","S2","INTP","55.555555555555560000","5","3","3","4","1","0","0","0","1","9.25"
"EMP101160","Oka Lestari Wijaya","111","27","SMA","ENTP","47.200000000000000000","2","3","2","1","0","0","0","1","0","4.333333333333333"
